id,title,company,location,job_type,salary,time_recorded,url
6b829cd4bca518f5,Data Scientist,Allodynic Pharmaceutical,"North Miami, FL 33181 
(Central area)",,,2023-07-13 22:24:54,https://www.indeed.com/company/Allodynic-Pharmaceutical/jobs/Data-Scientist-6b829cd4bca518f5?fccid=51e64cb77452adef&vjs=3
4cb7c0d3031a2c22,Compensation Data Science Temp Associate,Chemonics,"Washington, DC 20006 
(Downtown area)",,,2023-07-13 22:25:02,https://www.indeed.com/rc/clk?jk=4cb7c0d3031a2c22&fccid=7ebb7f9ae9d74da1&vjs=3
b84917b5a9aef6c4,Sr Data Scientist - PDPO,TikTok,"San Jose, CA",,,2023-07-13 22:25:08,https://www.indeed.com/rc/clk?jk=b84917b5a9aef6c4&fccid=caed318a9335aac0&vjs=3
eef1a6c63780150f,Data Scientist,TRIPLE S STEEL,"Houston, TX 77026 
(Eastex - Jensen area)",,,2023-07-13 22:25:14,https://www.indeed.com/company/Intsel-Steel-Fort-Worth/jobs/Data-Scientist-eef1a6c63780150f?fccid=b40a96c0d7c4b1e1&vjs=3
8a5f9c58310ec9e9,Data Science Graduate Research Assistant,University of Maryland,"Remote in College Park, MD 20742",,Estimated $74.4K - $94.2K a year,2023-07-13 22:25:18,https://www.indeed.com/rc/clk?jk=8a5f9c58310ec9e9&fccid=fd1f6255717cee80&vjs=3
ac067a8a48799472,"Associate Educator, Data Scientist",BrainStation,"New York, NY",,,2023-07-13 22:25:24,https://www.indeed.com/rc/clk?jk=ac067a8a48799472&fccid=163ccc336a959b8b&vjs=3
4809d379cfdef4a4,Geospatial-Temporal Data Scientist - Post MS,Northeastern University,"Portland, ME 04101 
(Downtown area)",,Estimated $72.5K - $91.8K a year,2023-07-13 22:25:28,https://www.indeed.com/rc/clk?jk=4809d379cfdef4a4&fccid=a9383e8362da1c50&vjs=3
f994728616dab6c3,Senior Forensic Data Analyst,"Office of Inspector General, City of Chicago","Chicago, IL 60654 
(River North area)",,,2023-07-13 22:25:34,"https://www.indeed.com/company/Office-of-Inspector-General,-City-of-Chicago/jobs/Senior-Data-Analyst-f994728616dab6c3?fccid=2b41b9c9b4df7014&vjs=3"
065213696ac77820,Data Scientist/Statistician I,Ardent Eagle Solutions,"Suitland, MD 20746",,Estimated $72.5K - $91.8K a year,2023-07-13 22:25:38,https://www.indeed.com/rc/clk?jk=065213696ac77820&fccid=ecf4e6320a782dcf&vjs=3
2b204650644370af,"Manager, Data Scientist - Biopharma",Pfizer,Remote,,,2023-07-13 22:25:44,https://www.indeed.com/rc/clk?jk=2b204650644370af&fccid=7ff126af0cd3d93b&vjs=3
5c17cff50af04955,Senior Bioinformatics Data Scientist,Ansa Biotechnologies,"Emeryville, CA",,,2023-07-13 22:25:50,https://www.indeed.com/rc/clk?jk=5c17cff50af04955&fccid=5869f21d4b1416a2&vjs=3
2f378b5af6ec6507,Data Validation Scientist – (Chemist I (Part Time- Virtual),Environmental Data Validation,"Pittsburgh, PA 15221 
(Point Breeze area)",,,2023-07-13 22:25:57,https://www.indeed.com/rc/clk?jk=2f378b5af6ec6507&fccid=4155d8fe30381239&vjs=3
c28d457733d4934e,Data Scientist III*,Santee Cooper,"Hybrid remote in Moncks Corner, SC",,Estimated $95.8K - $121K a year,2023-07-13 22:26:01,https://www.indeed.com/rc/clk?jk=c28d457733d4934e&fccid=655b5618ed467346&vjs=3
4ea74ddfee6a7d36,Data Science Analyst,"Information Resources, Inc","Chicago, IL 60601 
(Loop area)",,,2023-07-13 22:26:07,https://www.indeed.com/rc/clk?jk=4ea74ddfee6a7d36&fccid=90e4e44116124fe2&vjs=3
f90245d1acb902ad,"Predictive Safety Data Scientist, Preclinical Safety (NIBR TM PCS)",Novartis,"Cambridge, MA 02139 
(The Port area)",,,2023-07-13 22:26:13,https://www.indeed.com/rc/clk?jk=f90245d1acb902ad&fccid=c35194d01a9e2595&vjs=3
0a6f1806536b6167,Clinical Data Scientist,Tek Wissen,Remote,,,2023-07-13 22:26:19,https://www.indeed.com/company/Tek-Wissen/jobs/Data-Scientist-0a6f1806536b6167?fccid=8dd99caa8565606f&vjs=3
b221e76be9e210c8,"Research Scientist, AI Algorithms - New College Grad 2023",NVIDIA,"Santa Clara, CA",,,2023-07-13 22:26:26,https://www.indeed.com/rc/clk?jk=b221e76be9e210c8&fccid=c267f29f0f85e8b8&vjs=3
dbff6d84eae1cb8c,LEAD DATA SCIENTIST,Lumen,Remote,,,2023-07-13 22:26:32,https://www.indeed.com/rc/clk?jk=dbff6d84eae1cb8c&fccid=fa05afb3210273ab&vjs=3
d6172b68125ab522,Senior Data Scientist (REMOTE),"General Dynamics Mission Systems, Inc",Remote,,,2023-07-13 22:26:38,https://www.indeed.com/rc/clk?jk=d6172b68125ab522&fccid=382dee2cfe0ba124&vjs=3
68a52e489fef95b6,Senior Data Scientist,Kellogg Company,"Remote in Battle Creek, MI 49017",,Estimated $105K - $133K a year,2023-07-13 22:26:42,https://www.indeed.com/rc/clk?jk=68a52e489fef95b6&fccid=431c8986bde76285&vjs=3
98eb1ba8f067f30e,Data Scientist,Software Bloc,"Plano, TX",,Estimated $95.3K - $121K a year,2023-07-13 22:26:47,https://www.indeed.com/rc/clk?jk=98eb1ba8f067f30e&fccid=08930a26e5fbb63e&vjs=3
ae833f9404451e66,AI Prompt Engineer,Gannett,Remote,,,2023-07-13 22:26:53,https://www.indeed.com/rc/clk?jk=ae833f9404451e66&fccid=1230acb7e56c6df5&vjs=3
d38225294cafc06e,Data Scientist,MTA Inc,"Huntsville, AL 35806",,Estimated $93.8K - $119K a year,2023-07-13 22:26:57,https://www.indeed.com/rc/clk?jk=d38225294cafc06e&fccid=32fb43e03100a136&vjs=3
879a3ba6d3e62823,"Data Scientist Lead, Square F&S",Block,"San Francisco, CA",,Estimated $162K - $205K a year,2023-07-13 22:27:01,https://www.indeed.com/rc/clk?jk=879a3ba6d3e62823&fccid=6f1129ccfbf5c9e9&vjs=3
dbdac7d6f422c0f1,Principal Data Scientist,Verizon,"Remote in Basking Ridge, NJ",,Estimated $171K - $216K a year,2023-07-13 22:27:05,https://www.indeed.com/rc/clk?jk=dbdac7d6f422c0f1&fccid=f7029f63fe5c906e&vjs=3
3e88548de2923a75,Data Scientist,Radiance Technologies,"Tampa, FL",,Estimated $102K - $129K a year,2023-07-13 22:27:09,https://www.indeed.com/rc/clk?jk=3e88548de2923a75&fccid=88e8a91c8a5af093&vjs=3
bebc030bac2c6695,Data Scientist - l,JARB Management Inc,"Clearwater, FL",,,2023-07-13 22:27:15,https://www.indeed.com/rc/clk?jk=bebc030bac2c6695&fccid=dd616958bd9ddc12&vjs=3
d49e104cf5d89524,Senior Data Scientist,Siemens,"Alpharetta, GA",,,2023-07-13 22:27:21,https://www.indeed.com/rc/clk?jk=d49e104cf5d89524&fccid=ea6bb53f0b18b8f2&vjs=3
df4cb5f2486f79ad,Clinical Data Scientist,Ardent Health Services,"Nashville, TN 37215 
(Green Hills area)",,Estimated $99.2K - $126K a year,2023-07-13 22:27:25,https://www.indeed.com/rc/clk?jk=df4cb5f2486f79ad&fccid=50f6c4a6189c8966&vjs=3
76d60cf6f7b140dd,"Data Scientist, Data Product",Syracuse University,"Syracuse, NY",,Estimated $67.6K - $85.6K a year,2023-07-13 22:27:30,https://www.indeed.com/rc/clk?jk=76d60cf6f7b140dd&fccid=68842b7a56bf8263&vjs=3
b03808ea0ba620d7,Staff Software Engineer - Data Science,The Walt Disney Company (Corporate),"Seattle, WA",,,2023-07-13 22:27:36,https://www.indeed.com/rc/clk?jk=b03808ea0ba620d7&fccid=4ed80f3a97849f22&vjs=3
5558fcc04451ff82,Data Scientist,Plaxonic Technologies,"Tampa, FL",,,2023-07-13 22:27:43,https://www.indeed.com/company/Plaxonic-Technologies/jobs/Data-Scientist-5558fcc04451ff82?fccid=4fe234f122c10841&vjs=3
73bb585c42ab2b71,Lead Data Scientist - Online Platforms Reinforcement Learning (Remote),Home Depot / THD,"Remote in Atlanta, GA 30301",,,2023-07-13 22:27:49,https://www.indeed.com/rc/clk?jk=73bb585c42ab2b71&fccid=82e58e9861d48566&vjs=3
00983a81527c8a2a,Supervisory Statistician (Data Scientist) - Direct Hire,US Office of Inspector General,"Washington, DC 20590 
(Navy Yard area)",,,2023-07-13 22:27:55,https://www.indeed.com/rc/clk?jk=00983a81527c8a2a&fccid=b3aa4996c5af0730&vjs=3
d5cc49629d7a7655,Senior Data Scientist- Clinical Research & Commercial Pharma Analytics,The Cigna Group,"Hartford, CT 06152 
(Frog Hollow area)",,,2023-07-13 22:28:01,https://www.indeed.com/rc/clk?jk=d5cc49629d7a7655&fccid=afbf8c270610a38a&vjs=3
edde92663cf6296f,Data Scientist,Romph & Pou Agency,"Shreveport, LA 71105 
(Springlake-University Terrace area)",,Estimated $91K - $115K a year,2023-07-13 22:28:06,https://www.indeed.com/rc/clk?jk=edde92663cf6296f&fccid=d49acb145db6d758&vjs=3
48c31ce7bf6b8a80,"Staff Data Scientist, CashApp Compliance Engineering & Technology",Cash App,"Remote in San Francisco, CA",,Estimated $150K - $190K a year,2023-07-13 22:28:10,https://www.indeed.com/rc/clk?jk=48c31ce7bf6b8a80&fccid=23ddedaf27ad006f&vjs=3
f49764effc9d1a5e,"Senior Data Scientist, AI",Oscar Health,"Hybrid remote in Los Angeles, CA",,,2023-07-13 22:28:16,https://www.indeed.com/rc/clk?jk=f49764effc9d1a5e&fccid=402a1c36c3f1508f&vjs=3
04cf4afc4d28efa6,Sr Staff Data Scientist - ATG,ServiceNow,"Santa Clara, CA 95054",,,2023-07-13 22:28:22,https://www.indeed.com/rc/clk?jk=04cf4afc4d28efa6&fccid=7442885bc0fa7c14&vjs=3
bd38eaa6039c41ef,Senior Medical Data Scientist,The University of Pittsburgh,"Pittsburgh, PA",,,2023-07-13 22:28:28,https://www.indeed.com/rc/clk?jk=bd38eaa6039c41ef&fccid=1f92178814b05d89&vjs=3
f15243623609aec0,Data Scientist,KLM Careers,"Chantilly, VA 20151",,,2023-07-13 22:28:34,https://www.indeed.com/company/KLM-Careers/jobs/Data-Scientist-f15243623609aec0?fccid=f42bbfc261ca3e64&vjs=3
cea89c2cfad0ce10,"Data Annotation Associate Manager - Draper, UT",Tesla,"Draper, UT 84020",,Estimated $105K - $133K a year,2023-07-13 22:28:38,https://www.indeed.com/rc/clk?jk=cea89c2cfad0ce10&fccid=86e9be6ce380173e&vjs=3
690288e6b395c30f,Data Scientist,Multihires,"Crownsville, MD 21032",,,2023-07-13 22:28:44,https://www.indeed.com/company/Multihires/jobs/Data-Scientist-690288e6b395c30f?fccid=bc6ee28528db15b1&vjs=3
4cb25907816d0eeb,"AIML - Sr Data Scientist, AIML Data",Apple,"Seattle, WA",,,2023-07-13 22:28:50,https://www.indeed.com/rc/clk?jk=4cb25907816d0eeb&fccid=c1099851e9794854&vjs=3
a96b9e5377bb44e3,Data Scientist,Allied Consulting Group,"Hybrid remote in McAllen, TX 78501",,,2023-07-13 22:28:56,https://www.indeed.com/company/Allied-Consulting-Group/jobs/Data-Scientist-a96b9e5377bb44e3?fccid=78b30591ddb87862&vjs=3
ca3a1f5035fe8d34,Data Scientist 2,"Constellation Technologies, Inc","Augusta, GA",,,2023-07-13 22:29:03,https://www.indeed.com/rc/clk?jk=ca3a1f5035fe8d34&fccid=bd78d306c1d0f5b3&vjs=3
a921310fefe3c854,Senior Data Analyst,Humana,Remote in Pennsylvania,,,2023-07-13 22:29:10,https://www.indeed.com/rc/clk?jk=a921310fefe3c854&fccid=5f1f0e6dcc6cbc83&vjs=3
e08bd35c705cbf21,Humanities Data Scientist,US National Endowment for the Humanities,"Washington, DC 20024 
(Southwest Federal Center area)",,,2023-07-13 22:29:16,https://www.indeed.com/rc/clk?jk=e08bd35c705cbf21&fccid=dd616958bd9ddc12&vjs=3
e9ab7a7e29cf3d2e,Data Scientist,The University of Pittsburgh,"Pittsburgh, PA",,,2023-07-13 22:29:22,https://www.indeed.com/rc/clk?jk=e9ab7a7e29cf3d2e&fccid=1f92178814b05d89&vjs=3
aba1595fc90e8fb2,Python Developer / Data Scientist,Conseqta Technology,"Washington, DC 20001 
(Shaw area)",,Estimated $102K - $129K a year,2023-07-13 22:29:26,https://www.indeed.com/rc/clk?jk=aba1595fc90e8fb2&fccid=f9af9ab2e9d96c8b&vjs=3
8d484aa5532bea2f,Decision Scientist,Electronic Arts,"Hybrid remote in Austin, TX 78729",,,2023-07-13 22:29:33,https://www.indeed.com/rc/clk?jk=8d484aa5532bea2f&fccid=617d7f961cfcf54a&vjs=3
a4318dedc0e6cc8c,Data Scientist,"Magellan Midstream Partners, L.P.","Tulsa, OK",,Estimated $100K - $127K a year,2023-07-13 22:29:37,https://www.indeed.com/rc/clk?jk=a4318dedc0e6cc8c&fccid=45c9c0e86a235319&vjs=3
486f4c385bc992b1,Data Scientist Senior - Remote!,General Dynamics Information Technology,Remote in Indiana,,,2023-07-13 22:29:43,https://www.indeed.com/rc/clk?jk=486f4c385bc992b1&fccid=11caadcdc98800d4&vjs=3
ef3dbfdc380c6446,Sr Data Scientist-AI/ML (remote),MultiPlan Inc.,Remote,,,2023-07-13 22:29:49,https://www.indeed.com/rc/clk?jk=ef3dbfdc380c6446&fccid=67346e7cd00890bf&vjs=3
7443aab258590c77,Data Scientist I,Freeport McMoRan,"Remote in Phoenix, AZ 85004",,Estimated $94.4K - $120K a year,2023-07-13 22:29:53,https://www.indeed.com/rc/clk?jk=7443aab258590c77&fccid=2e1d4d51c6f0e2bb&vjs=3
a9aab8cb55112d4d,Data Scientist,US Cybersecurity and Infrastructure Security...,"Arlington, VA",,,2023-07-13 22:29:59,https://www.indeed.com/rc/clk?jk=a9aab8cb55112d4d&fccid=dd616958bd9ddc12&vjs=3
e43edcc01b0e151b,"Sr. Data Scientist, People Analytics",Snapchat,"Los Angeles, CA 90291 
(Venice area)",,,2023-07-13 22:30:05,https://www.indeed.com/rc/clk?jk=e43edcc01b0e151b&fccid=f368300325e8e8bc&vjs=3
c05fa135c3d1562a,Data Scientist I,Navy Federal Credit Union,"Vienna, VA 22180",,,2023-07-13 22:30:11,https://www.indeed.com/rc/clk?jk=c05fa135c3d1562a&fccid=4ed6ffc68430216f&vjs=3
d4febaa4dec331ca,"Data Scientist, Healthcare Provider Payment Solution",Stealth Ventures at Redesign Health,"Remote in New York, NY",,,2023-07-13 22:30:17,https://www.indeed.com/rc/clk?jk=d4febaa4dec331ca&fccid=21c4e39cb8f87a15&vjs=3
70cf2224268cfa65,Social Science Analyst (Senior Data Scientist),US Office of the Secretary of Health and Human...,"Washington, DC 20201 
(Southwest Federal Center area)",,,2023-07-13 22:30:23,https://www.indeed.com/rc/clk?jk=70cf2224268cfa65&fccid=dd616958bd9ddc12&vjs=3
ef9ad4fae897b80a,Process Automation and Data Acquisition Engineer/Scientist,Boston Government Services Llc,"Remote in Washington, DC 20024",,,2023-07-13 22:30:29,https://www.indeed.com/rc/clk?jk=ef9ad4fae897b80a&fccid=877f70bbe07dc14b&vjs=3
201a61c9fa2c9845,Senior BioInformatics Data Scientist,Deloitte,"Atlanta, GA",,,2023-07-13 22:30:37,https://www.indeed.com/rc/clk?jk=201a61c9fa2c9845&fccid=9e215d88a6b33622&vjs=3
47dc010954dbacad,Data Scientist Advisor,FedEx Services,"Collierville, TN",,Estimated $113K - $143K a year,2023-07-13 22:30:41,https://www.indeed.com/rc/clk?jk=47dc010954dbacad&fccid=2ae04b97d8829e58&vjs=3
f91708db47685168,"Sr. Manager, Data Scientist",Thermo Fisher Scientific,"South San Francisco, CA 94080",,,2023-07-13 22:30:47,https://www.indeed.com/rc/clk?jk=f91708db47685168&fccid=126e3afd205caa95&vjs=3
e074ba1948050c42,Data Scientist,University of Kansas,"Hybrid remote in Lawrence, KS 66045",,,2023-07-13 22:30:53,https://www.indeed.com/rc/clk?jk=e074ba1948050c42&fccid=0f702afd57e5b929&vjs=3
37262550c503a076,Applied Scientist,Apple,"Culver City, CA",,,2023-07-13 22:30:59,https://www.indeed.com/rc/clk?jk=37262550c503a076&fccid=c1099851e9794854&vjs=3
801c304a7b0a984f,NLP Researcher,Tencent,"Bellevue, WA",,,2023-07-13 22:31:05,https://www.indeed.com/rc/clk?jk=801c304a7b0a984f&fccid=e89c1962acedb6a5&vjs=3
de9595496ad68832,Applied Data Scientist,WebstaurantStore,"Remote in Lititz, PA 17543",,,2023-07-13 22:31:11,https://www.indeed.com/rc/clk?jk=de9595496ad68832&fccid=328bc12db37ac8ae&vjs=3
276eae3ac8a3f8a7,Associate Data Scientist,MD Anderson Cancer Center,"Hybrid remote in Houston, TX 77030",,,2023-07-13 22:31:17,https://www.indeed.com/rc/clk?jk=276eae3ac8a3f8a7&fccid=ab68ed48b7ae3b5f&vjs=3
b14fac59ad62dafe,Sr. Data Scientist,Domino's Corporate,"Ann Arbor, MI 48105",,Estimated $109K - $138K a year,2023-07-13 22:31:22,https://www.indeed.com/rc/clk?jk=b14fac59ad62dafe&fccid=788a7fd79eec1d60&vjs=3
b44b777fa229e7c9,Sr. Data Analyst,Intone Networks,Remote,,Estimated $103K - $130K a year,2023-07-13 22:31:26,https://www.indeed.com/rc/clk?jk=b44b777fa229e7c9&fccid=3ed0572c448b2368&vjs=3
bed81b7f6bca78c3,Data Science Manager,General Motors,Remote,,,2023-07-13 22:31:32,https://www.indeed.com/rc/clk?jk=bed81b7f6bca78c3&fccid=116680a29a847a70&vjs=3
d6cf92b9d3b3603e,Sr. Data Analyst,Dow Jones,Remote,,,2023-07-13 22:31:38,https://www.indeed.com/rc/clk?jk=d6cf92b9d3b3603e&fccid=d2621f51dde471d3&vjs=3
617e5a611112148a,Environmental Data Scientist,Tetra Tech,"Research Triangle Park, NC",,,2023-07-13 22:31:44,https://www.indeed.com/rc/clk?jk=617e5a611112148a&fccid=997110e6d9c4c093&vjs=3
fad8bc9fb2bef974,"Senior Associate, Data Science & Analytics",Sarepta Therapeutics,"Remote in Cambridge, MA 02142",,,2023-07-13 22:31:50,https://www.indeed.com/rc/clk?jk=fad8bc9fb2bef974&fccid=34683f542edec3be&vjs=3
90dd82a84480e2fc,Data Scientist IV,H. Lee Moffitt Cancer Center,"Tampa, FL 33612",,Estimated $109K - $138K a year,2023-07-13 22:31:54,https://www.indeed.com/rc/clk?jk=90dd82a84480e2fc&fccid=28ce112590363228&vjs=3
dbbdcb439d9b1965,"Data Scientist - Entry to Expert Level (Maryland, Hawaii & Colorado Locations) Virtual Hiring Event",National Security Agency (NSA),"Fort Gordon, GA 30905",,,2023-07-13 22:32:02,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Btxs39KmTzjw_u_hUXcyTcLpNeUj18C2Nw5A7DCW0FWAr6Qe1cmmCbMFMkFtLOA1m32j-RH9SecKYdS0N-m7ssz82GLLKlQlj-arSqCsBV_Y4ik7h5E_GyXHAjd0sfT7Uf3vHGsVFHGKSMaH-LzJT-NSoaiF_T2QBbzrHgIlh8Vt2USuw3q7c_xbG5ChxxhJ3z-w-riEfS26K1ZgYr1XF0Ofl9zgGfoLQWADj1_XZjsDR9DILLuRejrd7dCeP3q5Ky09hOjX7FtK2JkBAUZNRsTGWRhLJOgy2bpR964q6CmChy8PQqspF2HYB9Pq_xvqC7FbitoBWW3psh9IPhR44PNJJPX70fiCPPtKTMxzgAQ9sjMmW8dTC78KyzuUnSkr1_dGtnVOtSB6brIPExy2o2zGMbYqLLYNtMSZNNIrGVDWqmdYjUqnxWC1w1ZPmTPLKLyBAYEIsHE24uetF2q5wdqq7VuhAs5bIxFnD59Jh_ZDwipWaeow9Gfd6uv8p4-JeiX2aV9fYoXOwaOTS5Uc-UKi2rg1IKpY8PDN9jRZLS9f8UNZG8kHayxxiWkQl7efng-c7Ff8BORNK-RlpkFVRBhmrWVoi68c-tM8BwOvKEJS4AUzVpY8Zxf3KR5xWolBiU1QeFFAha1d9xIXttHO-UAKnqea56QiqSJ_d1qokY1bfDFSK4UUYM8JK9EMT8e7s7Sb4SdL7Msm71NsxjGjZQp7L9yrULm5EaT_xyKDiYRF27PEQxYdU_8E-bnuEJI5EOa-P60rzV-kVuawEGxGne&xkcb=SoAb-_M3NpUc3GwdkR0KbzkdCdPP&p=0&fvj=0&vjs=3
7869f059c6435c7d,AI/Data Engineer,Juul Labs,Remote,,Estimated $112K - $142K a year,2023-07-13 22:32:06,https://www.indeed.com/rc/clk?jk=7869f059c6435c7d&fccid=6e0a19936820440f&vjs=3
3292f42a688a88a6,Data Scientist,Guardian Life Insurance Company,"New York, NY",,,2023-07-13 22:32:12,https://www.indeed.com/rc/clk?jk=3292f42a688a88a6&fccid=64294ff4323ee213&vjs=3
c8c7a3f1767ef594,Business Data Analyst: Enterprise AI Services,HP,"Vancouver, WA 98683 
(Bennington area)",,,2023-07-13 22:32:18,https://www.indeed.com/rc/clk?jk=c8c7a3f1767ef594&fccid=1b866506aec22461&vjs=3
1f77494a7626173c,"AIML - Machine Learning Research Scientist, Health AI",Apple,"Seattle, WA",,,2023-07-13 22:32:24,https://www.indeed.com/rc/clk?jk=1f77494a7626173c&fccid=c1099851e9794854&vjs=3
14d163f6ac05e084,"Analytic Scientist (Machine Learning, Python)",FICO,"San Diego, CA",,,2023-07-13 22:32:30,https://www.indeed.com/rc/clk?jk=14d163f6ac05e084&fccid=2a90b491c8a55d0f&vjs=3
15f3fe50281d8497,Data Scientist,US Farm Credit Administration,"Sacramento, CA",,,2023-07-13 22:32:36,https://www.indeed.com/rc/clk?jk=15f3fe50281d8497&fccid=dd616958bd9ddc12&vjs=3
afe71224ad1ebb4e,Senior Data Analyst,"Perficient, Inc","Denver, CO 80202 
(Union Station area)",,Estimated $96.2K - $122K a year,2023-07-13 22:32:40,https://www.indeed.com/rc/clk?jk=afe71224ad1ebb4e&fccid=7affa64765ffaf8f&vjs=3
76d5850a538b1ce4,Lead Supply Chain Data Scientist (REMOTE),Abercrombie and Fitch Co.,"Remote in Columbus, OH",,,2023-07-13 22:32:46,https://www.indeed.com/rc/clk?jk=76d5850a538b1ce4&fccid=05cb80f355ecde16&vjs=3
2a4cf37f2464be48,Senior Data Analyst,About Alto,"Remote in Nashville, TN",,Estimated $86.5K - $110K a year,2023-07-13 22:32:50,https://www.indeed.com/rc/clk?jk=2a4cf37f2464be48&fccid=dd616958bd9ddc12&vjs=3
bf15aaa4214e1b21,Senior Data Engineer & Scientist,Advanced Business Analytics,"Dearborn, MI 48126 
(Henry Ford area)",,,2023-07-13 22:32:57,https://www.indeed.com/rc/clk?jk=bf15aaa4214e1b21&fccid=42bdeda206d546a4&vjs=3
a0720c0dcc98c1d3,Senior Data Scientist,WorldLink,"Hybrid remote in Frisco, TX 75034",,,2023-07-13 22:33:03,https://www.indeed.com/company/WorldLink/jobs/Senior-Data-Scientist-a0720c0dcc98c1d3?fccid=5c0740ed94646b0c&vjs=3
f9a0b8d1eb28edbe,Informatics Data Scientist,RL Canning,Remote,,Estimated $116K - $147K a year,2023-07-13 22:33:07,https://www.indeed.com/rc/clk?jk=f9a0b8d1eb28edbe&fccid=eabbcca85513345c&vjs=3
f8f46197ed036140,Senior Data Analyst (JO-2307-208781),Ledgent Technology,"Portland, OR 97204 
(Downtown area)",,,2023-07-13 22:33:13,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BhfrGGbcblirJ0_oD-V1jJ9SBvie1turFDKTAe6KCgNzq6yyAeTVm5iPBuNul22ZpoFlqx__HN5mb97qJwROUr5sVJPAkRPNWWwvIM-hjSvrA2IQyVMvDcumQfvc-jOv_KxGGkrpWRUpRCGjoNXSOO7621iBzPti2gHsytEOAoWjvPO5CvVV_RYJnC6tOleq8lRzowV7_85DvzwP-bwQ8WBkm1uQ6nsP0LP7ntkww6PqcQQEkU7jjmYHIkq841sCy0jy86XvOrO6rr77FR-23Y0vs8U6-om85EdDxH5VPs5r25kS7EBOJUTIlQ6GKd4rQVfYPgQJHmYZIAy5Y8pjF8VGHMi7et4w1XN_WZnl4Ohx91PPe0bMCWPTlNeOfz36qrlh8J3jhuBgufuboDIVf9nuGHWVKJ5TTqjLiyvmXMUqMkXc_sIrPgjkQGyGJS7GAI-VAWjiouL0U10oPa2U3vPhlXHWP8zWMaVMkC44v0SviWz-mMy06ZJBXm8ETXZCdIABxvOeS1HFMMChiBpzChnfUD--MSh4c2nc7DFOfomtT9zup1UjY-7Z5f9XjxX7NvUehQPwaf4fNR1JhqNsOulL9XGxVUD5AXGzpoa9Daf2LPDzBvZq_zUyiauqxDOaoN3nFOcTDqgIom1B1jkj6YtxjxHXFP0LSfs_iwTILPeF4fHzSoGrDw0P6FABMxcRX3bN_nApcoP7Z5Saz0vLgeAE3rmgq9qF5-mVWw0_59mDwyPeuiITn7h3HNgpm_SgZcLSPWOTOpqw==&xkcb=SoCX-_M3NpUc3BQdkR0MbzkdCdPP&p=13&fvj=1&vjs=3
fa5ea8a3750e9857,Senior Data Scientist,,"Agoura Hills, CA",,,2023-07-13 22:33:21,https://www.indeed.com/rc/clk?jk=fa5ea8a3750e9857&fccid=dd616958bd9ddc12&vjs=3
a5b7e65b5af9794c,Staff Data Scientist- Fraud,Integral Ad Science,"Hybrid remote in Chicago, IL",,Estimated $151K - $191K a year,2023-07-13 22:33:26,https://www.indeed.com/rc/clk?jk=a5b7e65b5af9794c&fccid=1dc32badf02d6835&vjs=3
ae3811192a3ac2ac,Data Scientist,US US Army Civilian Human Resources Agency,"Fort Belvoir, VA",,,2023-07-13 22:33:32,https://www.indeed.com/rc/clk?jk=ae3811192a3ac2ac&fccid=e2148ec6957815d5&vjs=3
df61fbc41391b682,Data Labeling Associate,Liberty Source,"Hampton, VA 23651 
(Phoebus area)",,Estimated $38.9K - $49.2K a year,2023-07-13 22:33:36,https://www.indeed.com/rc/clk?jk=df61fbc41391b682&fccid=f0e44c4656f3fccb&vjs=3
b11d63320d21d884,Public Health Data Scientist,CDC Foundation,Georgia,,,2023-07-13 22:33:42,https://www.indeed.com/rc/clk?jk=b11d63320d21d884&fccid=68cab215b8a0c7b8&vjs=3
a63d6f89936f7172,Computational Scientist - Machine Learning,Harba Solutions,"Carmel, IN",,,2023-07-13 22:33:49,https://www.indeed.com/company/Harba-Solutions/jobs/Machine-Learning-Engineer-a63d6f89936f7172?fccid=11a36902e599ae41&vjs=3
fde0420edec272da,Senior Data Analyst - Remote (US),SWORD Health,"Remote in New York, NY",,Estimated $95.6K - $121K a year,2023-07-13 22:33:53,https://www.indeed.com/rc/clk?jk=fde0420edec272da&fccid=0afbe8f957671cd9&vjs=3
04f38f5fe9b26a21,Data Scientists Modeling,Altair Engineering,"Dearborn, MI",,Estimated $90.1K - $114K a year,2023-07-13 22:33:57,https://www.indeed.com/rc/clk?jk=04f38f5fe9b26a21&fccid=3453268f43beb582&vjs=3
3700fc34cea85c95,Senior Operations Data Analyst,PG&E Corporation,"Hybrid remote in Santa Cruz, CA 95062",,Estimated $115K - $146K a year,2023-07-13 22:34:01,https://www.indeed.com/rc/clk?jk=3700fc34cea85c95&fccid=0e8f04b45c1591f5&vjs=3
9cc23894dcdb6269,Machine Learning Data Scientist,The MITRE Corporation,"Hybrid remote in McLean, VA",,,2023-07-13 22:34:07,https://www.indeed.com/rc/clk?jk=9cc23894dcdb6269&fccid=30bd8a58380c700b&vjs=3
d4d35bde7c487552,Data Scientist - TS/SCI with Polygraph Required,Logistics Management Institute,"Chantilly, VA",,Estimated $95.5K - $121K a year,2023-07-13 22:34:11,https://www.indeed.com/rc/clk?jk=d4d35bde7c487552&fccid=12626f295bf6a003&vjs=3
